Track,Artist,Listeners,Playcount,Album,Tags,URL
A Sky Full of Stars,Coldplay,1158764,9969411,A Sky Full Of Stars,"['pop', 'alternative rock', 'electronic', '2014', 'eletronic']",https://www.last.fm/music/Coldplay/_/A+Sky+Full+of+Stars
Get A Guitar,RIIZE,179916,2980140,Get A Guitar,"['k-pop', 'riize is 7', 'funk', 'Awesome', 'Korean']",https://www.last.fm/music/RIIZE/_/Get+A+Guitar
Softcore,The Neighbourhood,1114289,18536452,The Neighbourhood,"['alternative', 'indie', 'indie pop', 'shoegaze', 'synthpop']",https://www.last.fm/music/The+Neighbourhood/_/Softcore
Rolling in the Deep,Adele,2242342,22344442,21,"['soul', 'Adele', 'female vocalists', 'pop', 'british']",https://www.last.fm/music/Adele/_/Rolling+in+the+Deep
The Scientist,Coldplay,2485028,23875591,A Rush of Blood to the Head,"['Coldplay', 'rock', 'alternative', 'britpop', 'british']",https://www.last.fm/music/Coldplay/_/The+Scientist
Like Crazy,Jimin,346682,186126795,N/A,"['soty', 'jimin', 'bts', 'synthpop', 'face']",https://www.last.fm/music/jimin/_/Like+Crazy
Always Remember Us This Way,Lady Gaga,497741,5283013,Always Remember Us This Way,"['Love', 'best of 2018', 'Soundtrack', 'pop', 'country']",https://www.last.fm/music/Lady+Gaga/_/Always+Remember+Us+This+Way
Timber,"Pitbull, Kesha",924500,5015059,Summer Workout Hits,"['pop', 'dance', 'party', '2013', 'timber']",https://www.last.fm/music/Pitbull/_/Timber
Shivers,Ed Sheeran,553727,5600777,N/A,"['pop', '2020s', '2021', 'british', 'Ed Sheeran']",https://www.last.fm/music/Ed+Sheeran/_/SHIvers
If I Ain't Got You,Alicia Keys,1078846,7157022,The Diary of Alicia Keys,"['soul', 'rnb', 'female vocalists', 'Alicia Keys', 'piano']",https://www.last.fm/music/Alicia+Keys/_/If+I+Ain%27t+Got+You
I'm Good (Blue),"David Guetta, Bebe Rexha",16567,98765,N/A,[],"https://www.last.fm/music/David+Guetta,+Bebe+Rexha/_/I%27m+Good+(Blue)"
Diet Mountain Dew,Lana Del Rey,1537904,20010386,Born to Die - The Paradise Edition,"['indie', 'indie pop', 'pop', 'female vocalists', 'Lana Del Rey']",https://www.last.fm/music/Lana+Del+Rey/_/Diet+Mountain+Dew
Bad Romance,Lady Gaga,2409822,26458165,The Fame Monster,"['pop', 'Lady Gaga', 'dance', 'female vocalists', 'addictive']",https://www.last.fm/music/Lady+Gaga/_/Bad+Romance
Dancing In The Flames,The Weeknd,352341,2911492,Dancing in the Flames,"['pop', 'dance-pop', 'Canadian', 'synthpop', 'male vocalist']",https://www.last.fm/music/The+Weeknd/_/Dancing+in+the+Flames
Beggin',Måneskin,863593,8063653,Chosen,"['rock', 'cover', 'pop', 'alternative', 'alternative rock']",https://www.last.fm/music/M%C3%A5neskin/_/Beggin%27
Come Inside Of My Heart,IV Of Spades,235772,3328985,N/A,[],https://www.last.fm/music/IV+Of+Spades/_/Come+Inside+Of+My+Heart
Daddy Issues,The Neighbourhood,1447902,22580508,TikTok Throwbacks,"['MySpotigramBot', 'indie', 'Hip-Hop', 'alternative', 'pop']",https://www.last.fm/music/The+Neighbourhood/_/Daddy+Issues
Easy On Me,Adele,901700,10307895,N/A,"['2021', 'pop', 'Adele', 'soul', 'piano']",https://www.last.fm/music/Adele/_/Easy+On+ME
Tumblr Girls (feat. Christoph Andersson),"G-Eazy, Christoph Andersson",4909,44381,N/A,[],"https://www.last.fm/music/G-Eazy,+Christoph+Andersson/_/Tumblr+Girls+(feat.+Christoph+Andersson)"
All of Me,John Legend,1091026,8748909,Love in the Future,"['rnb', 'pop', '2014', 'Love', 'soul']",https://www.last.fm/music/John+Legend/_/All+of+Me
On The Floor,"Jennifer Lopez, Pitbull",454377,3322474,On the Floor,"['dance', 'pop', 'female vocalists', 'jennifer lopez', 'club']",https://www.last.fm/music/Jennifer+Lopez/_/On+the+Floor+(feat.+Pitbull)
One Dance,"Drake, Wizkid, Kyla",27457,146528,N/A,[],"https://www.last.fm/music/Drake,+Wizkid,+Kyla/_/One+Dance"
晴る,ヨルシカ,34363,307777,晴る,[],https://www.last.fm/music/%E3%83%A8%E3%83%AB%E3%82%B7%E3%82%AB/_/%E6%99%B4%E3%82%8B
Dusk Till Dawn (feat. Sia) - Radio Edit,"ZAYN, Sia",9350,49919,N/A,[],"https://www.last.fm/music/ZAYN,+Sia/_/Dusk+Till+Dawn+(feat.+Sia)+-+Radio+Edit"
TiK ToK,Kesha,1435306,10863337,Animal,"['dance', 'pop', 'party', 'Tik Tok', 'electropop']",https://www.last.fm/music/Ke$ha/_/TiK+ToK
GGUM,YEONJUN,126354,4067528,GGUM,"['Awesome', 'Hip-Hop', 'hiphop', 'insane', 'gay']",https://www.last.fm/music/Yeonjun/_/GGUM
Again,Fetty Wap,362830,2232699,Fetty Wap (Deluxe),"['Hip-Hop', 'Love', 'catchy', 'american', 'hype']",https://www.last.fm/music/Fetty+Wap/_/Again
Something About You,"Eyedress, Dent May",22172,171790,Something About You,[],"https://www.last.fm/music/Eyedress,+Dent+May/_/Something+About+You"
We Found Love,"Rihanna, Calvin Harris",839985,8634214,Talk That Talk,"['pop', 'dance', 'Rihanna', 'female vocalists', 'electronic']",https://www.last.fm/music/Rihanna/_/We+Found+Love+(feat.+Calvin+Harris)
Love In The Dark,Adele,616658,6165221,N/A,"['soul', 'pop', 'sad', 'Ballad', 'indie']",https://www.last.fm/music/Adele/_/Love+In+The+Dark
Angels Like You,Miley Cyrus,678092,9068406,Plastic Hearts [Explicit],"['rock', 'soft rock', 'Ballad', 'pop rock', '2020']",https://www.last.fm/music/Miley+Cyrus/_/Angels+Like+You
Another Love,Tom Odell,1186911,14651654,Songs from Another Love,"['indie', 'singer-songwriter', 'british', 'pop', 'Another Love']",https://www.last.fm/music/Tom+Odell/_/Another+Love
you broke me first,Tate McRae,657108,6980731,Now That's What I Call Music Vol. 83,"['electropop', 'pop', 'Canadian', '2020', '2020s']",https://www.last.fm/music/Tate+McRae/_/you+broke+me+first
Wake Me Up,Avicii,1458341,12984279,Wake Me Up,"['electronic', 'dance', '2013', 'Avicii', 'pop']",https://www.last.fm/music/Avicii/_/Wake+Me+Up
Slow It Down,Benson Boone,368155,3198838,Slow It Down,"['pop', 'Ballad', 'true neo-satanic pop', '2024', '2020s']",https://www.last.fm/music/Benson+Boone/_/Slow+It+Down
In The Stars,Benson Boone,336588,3436653,In the Stars,"['pop', 'piano', 'Ballad', 'a subtle use of vocal harmony', 'intricate melodic phrasing']",https://www.last.fm/music/Benson+Boone/_/In+the+Stars
The Color Violet,Tory Lanez,788351,18950398,Alone at Prom,"['MySpotigramBot', '-1001747063611', 'synthwave', '-1001854528204']",https://www.last.fm/music/Tory+Lanez/_/The+Color+Violet
It's ok I'm ok,Tate McRae,347104,5840565,N/A,"['dance', 'dance pop', 'electropop', 'pop', 'ended katy']",https://www.last.fm/music/Tate+McRae/_/it%27s+ok+i%27m+ok
Just Dance,"Lady Gaga, Colby O'Donis",2246359,20403864,The Fame,"['dance', 'pop', 'Lady Gaga', 'electronic', 'female vocalists']",https://www.last.fm/music/Lady+Gaga/_/Just+Dance
Smack That,"Akon, Eminem",15166,69175,Songs That Get Drunk Girls Excited,[],"https://www.last.fm/music/Akon,+eminem/_/smack+that"
Pink Pony Club,Chappell Roan,985903,15120589,Love Me Anyway,"['pop', 'synthpop', 'indie', 'indie pop', 'electronic']",https://www.last.fm/music/Chappell+Roan/_/Pink+Pony+Club
Heavy,The Marías,436440,5288590,CINEMA,"['dream pop', 'synthpop', 'bedroom pop', 'electropop', 'alt-pop']",https://www.last.fm/music/The+Mar%C3%ADas/_/Heavy
Take Me To Church,Hozier,1842599,21987311,Hozier,"['indie', 'soul', 'favorite track right now', '2013', 'indie rock']",https://www.last.fm/music/Hozier/_/Take+Me+to+Church
I Don't Wanna Wait,"David Guetta, OneRepublic",4179,23217,N/A,[],"https://www.last.fm/music/David+Guetta,+OneRepublic/_/I+Don%27t+Wanna+Wait"
Before You Go,Lewis Capaldi,599634,6019043,Massive Hits,"['alternative', 'indie pop', '2019', 'indie', 'pop']",https://www.last.fm/music/Lewis+Capaldi/_/Before+You+Go
welcome and goodbye,"Dream, Ivory",713529,9039828,flowerhill drive,"['indie', 'indie rock', 'Lo-Fi', 'dream pop', 'dream ivory']","https://www.last.fm/music/Dream,+Ivory/_/welcome+and+goodbye"
Deja Vu,TOMORROW X TOGETHER,208925,9367179,minisode 3: TONORROW,"['trap', 'Kpop', 'soty', 'Awesome', 'emotional']",https://www.last.fm/music/TOMORROW+X+TOGETHER/_/Deja+Vu
Waiting For Love,Avicii,761418,6106234,N/A,"['dance', 'House', 'MySpotigramBot', '2015', 'swedish']",https://www.last.fm/music/Avicii/_/Waiting+For+Love
Someone Like You,Adele,1831040,17546683,21,"['Adele', 'soul', 'piano', 'british', 'female vocals']",https://www.last.fm/music/Adele/_/Someone+Like+You
Be Mine,Jimin,108786,13803685,N/A,"['gay', 'soty', 'mlm', 'innacore', 'I LOVE YOU JIMIN']",https://www.last.fm/music/jimin/_/BE+MINE
Houdini,Dua Lipa,764639,13652994,Houdini,"['pop', 'psychedelic pop', 'synthpop', 'nu-disco', 'Disco']",https://www.last.fm/music/Dua+Lipa/_/Houdini
Stargazing,Myles Smith,307076,2095520,Stargazing,"['black metal', 'pop', 'british', 'Radio', 'ebm']",https://www.last.fm/music/Myles+Smith/_/Stargazing
Stay With Me,Sam Smith,1067679,8537398,In the Lonely Hour,"['soul', 'pop', 'sam smith', '2014', 'sad']",https://www.last.fm/music/Sam+Smith/_/Stay+with+Me
Anugerah Terindah,Andmesh,5549,38478,Anugerah Terindah,[],https://www.last.fm/music/Andmesh/_/Anugerah+Terindah
Gimme More,Britney Spears,1554700,16329923,Blackout,"['pop', 'dance', 'Britney Spears', 'sexy', 'female vocalists']",https://www.last.fm/music/Britney+Spears/_/Gimme+More
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Arcane, Stromae, Pomme",4075,45964,N/A,[],"https://www.last.fm/music/Arcane,+Stromae,+Pomme/_/Ma+Meilleure+Ennemie+(from+the+series+Arcane+League+of+Legends)"
360,Charli xcx,1240278,23452215,N/A,"['2024', 'bubblegum bass', 'pop', 'electropop', 'brat']",https://www.last.fm/music/Charli+XCX/_/360
TV,Billie Eilish,848397,12445429,Guitar Songs,"['folk', 'singer-songwriter', 'contemporary folk', 'peter', 'electropop']",https://www.last.fm/music/Billie+Eilish/_/TV
Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",722727,6211004,Motion (Japan Version),"['pop', 'electronic', 'ellie goulding', 'love at first listen', 'dance']",https://www.last.fm/music/Calvin+Harris/_/Outside+(feat.+Ellie+Goulding)
Again (feat. XXXTENTACION),"Noah Cyrus, XXXTENTACION",6165,49669,N/A,[],"https://www.last.fm/music/Noah+Cyrus,+XXXTENTACION/_/Again+(feat.+XXXTENTACION)"
Shallow,"Lady Gaga, Bradley Cooper",22743,133519,N/A,[],"https://www.last.fm/music/Lady+Gaga,+Bradley+Cooper/_/Shallow"
Hymn for the Weekend,Coldplay,943625,8570291,A Head Full of Dreams,"['pop', 'alternative rock', 'beyonce', '2016', 'alternative']",https://www.last.fm/music/Coldplay/_/Hymn+for+the+Weekend
BLUE,Billie Eilish,726250,9812015,Blue,"['peter', 'alt-pop', 'pop', 'trip hop', '2024']",https://www.last.fm/music/Billie+Eilish/_/BLUE
Training Season,Dua Lipa,568786,8030676,Training Season,"['dance-pop', 'pop', 'Disco', 'Europop', 'nu-disco']",https://www.last.fm/music/Dua+Lipa/_/Training+Season
God's Plan,Drake,1151659,11230894,Scary Hours,"['2018', 'Hip-Hop', 'rap', '2010s', 'MySpotigramBot']",https://www.last.fm/music/Drake/_/God%27s+Plan
Loveeeeeee Song,"Rihanna, Future",514518,4907546,N/A,"['future', 'rnb', 'Hip-Hop', 'r&b', 'hip hop']",https://www.last.fm/music/Rihanna/_/Loveeeeeee+Song
The Cut That Always Bleeds,Conan Gray,430177,5600929,Sensory Overload,"['seen live', 'rock', 'male vocalist', 'peter', 'self written']",https://www.last.fm/music/Conan+Gray/_/The+Cut+That+Always+Bleeds
The Man Who Can't Be Moved,The Script,937825,7525696,The Script,"['pop', 'rock', 'The Script', 'Love', 'Mellow']",https://www.last.fm/music/The+Script/_/The+Man+Who+Can%27t+Be+Moved
exes,Tate McRae,517389,8345022,exes,"['pop', 'bop', 'Canadian', 'female vocalist', 'trap']",https://www.last.fm/music/Tate+McRae/_/exes
HOT TO GO!,Chappell Roan,1207659,22911361,The Rise and Fall of a Midwest Princess,"['synthpop', 'pop', 'new wave', 'electropop', 'dance-pop']",https://www.last.fm/music/Chappell+Roan/_/HOT+TO+GO%21
Iris,The Goo Goo Dolls,1388584,10434484,Dizzy Up the Girl,"['rock', 'alternative rock', '90s', 'alternative', 'Love']",https://www.last.fm/music/Goo+Goo+Dolls/_/Iris
Art Deco,Lana Del Rey,804948,11136335,Honeymoon,"['trip-hop', 'trap', 'dream pop', 'trip hop', 'alternative']",https://www.last.fm/music/Lana+Del+Rey/_/Art+Deco
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",6307,62277,N/A,[],"https://www.last.fm/music/Post+Malone,+Morgan+Wallen/_/I+Had+Some+Help+(Feat.+Morgan+Wallen)"
Good Looking,Suki Waterhouse,1004594,14125543,Good Looking - Single,"['dream pop', 'indie', 'indie pop', 'sad', 'sad songs']",https://www.last.fm/music/Suki+Waterhouse/_/Good+Looking
Crazy In Love (feat. JAY-Z),"Beyoncé, JAY-Z",1279985,9204586,N/A,"['rnb', 'pop', 'Hip-Hop', 'american', 'hip hop']",https://www.last.fm/music/Beyonc%C3%A9/_/Crazy+In+Love+(feat.+Jay-Z)
Ric Flair Drip (with Metro Boomin),"Offset, Metro Boomin",10558,73897,N/A,[],"https://www.last.fm/music/Offset,+Metro+Boomin/_/Ric+Flair+Drip+(with+Metro+Boomin)"
Casual,Chappell Roan,929440,18352338,Casual - Single,"['dream pop', 'pop', 'singer-songwriter', 'pop rock', 'soft rock']",https://www.last.fm/music/Chappell+Roan/_/Casual
'Cause You Have To,LANY,43281,534038,I Really Really Hope So [Explicit],[],https://www.last.fm/music/Lany/_/%27Cause+You+Have+To
Empire State Of Mind,"JAY-Z, Alicia Keys",60326,498165,N/A,"['Hip-Hop', 'new york', 'rap', '2009', '00s']",https://www.last.fm/music/Jay-Z+Feat.+Alicia+Keys/_/empire+state+of+mind
Stressed Out,Twenty One Pilots,1499118,15573800,N/A,"['indie pop', 'alternative', 'indie', 'alternative hip hop', 'hip hop']",https://www.last.fm/music/Twenty+One+Pilots/_/Stressed+Out
CROOKED,G-DRAGON,92426,779860,Coup D'etat,"['hip hop', 'Korean', 'dance pop', 'Kpop', 'synth rock']",https://www.last.fm/music/G-Dragon/_/CROOKED
Apple,Charli xcx,1100645,15961867,BRAT,"['electropop', 'dance-pop', 'synthwave', 'pop', 'synthpop']",https://www.last.fm/music/Charli+XCX/_/Apple
Lovin On Me,Jack Harlow,571687,5191248,Lovin on Me,"['rap', 'pop rap', 'us number one', 'Hip-Hop', 'electronic']",https://www.last.fm/music/Jack+Harlow/_/Lovin+on+Me
when the party's over,Billie Eilish,1281456,16658971,You Belong With Me,"['pop', 'Ballad', '2010s', 'alternative', 'indie pop']",https://www.last.fm/music/Billie+Eilish/_/when+the+party%27s+over
ただ君に晴れ,ヨルシカ,64782,421623,負け犬にアンコールはいらない,[],https://www.last.fm/music/%E3%83%A8%E3%83%AB%E3%82%B7%E3%82%AB/_/%E3%81%9F%E3%81%A0%E5%90%9B%E3%81%AB%E6%99%B4%E3%82%8C
Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",16026,66083,N/A,[],"https://www.last.fm/music/Usher,+Lil+Jon,+Ludacris/_/Yeah%21+(feat.+Lil+Jon+&+Ludacris)"
Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",8808,40220,N/A,[],"https://www.last.fm/music/Pitbull,+Afrojack,+Ne-Yo,+Nayer/_/Give+Me+Everything+(feat.+Nayer)"
Fantastic Baby,BIGBANG,184634,1712203,Alive,"['k-pop', 'BigBang', 'big bang', 'Korean', 'Kpop']",https://www.last.fm/music/Bigbang/_/Fantastic+Baby
everything i wanted,Billie Eilish,1159182,16702345,N/A,"['indie pop', 'indie', 'pop', 'alternative', 'sad']",https://www.last.fm/music/Billie+Eilish/_/Everything+I+Wanted
Somebody That I Used To Know,"Gotye, Kimbra",2198889,24698985,NOW That's What I Call A Million,"['indie', 'alternative', 'electronic', 'australian', 'love at first listen']",https://www.last.fm/music/Gotye/_/Somebody+That+I+Used+To+Know
Video Games,Lana Del Rey,1903167,24827848,Born to Die - The Paradise Edition,"['female vocalists', 'pop', 'indie', 'indie pop', 'Lana Del Rey']",https://www.last.fm/music/Lana+Del+Rey/_/Video+Games
Always Forever,Cults,1203942,13613958,Static,"['dream pop', 'psychedelic pop', 'indie rock', 'twee pop', '2013']",https://www.last.fm/music/Cults/_/Always+Forever
Everybody Wants To Rule The World,Tears For Fears,2213962,23304306,Songs from the Big Chair,"['80s', 'pop', 'new wave', 'Tears for Fears', 'rock']",https://www.last.fm/music/Tears+for+Fears/_/Everybody+Wants+to+Rule+the+World
Right Now,One Direction,357720,3330745,Midnight Memories (Deluxe),"['pop', 'Love', 'Ballad', 'ryan tedder', 'I wish you were here with me']",https://www.last.fm/music/One+Direction/_/Right+Now
Red Wine Supernova,Chappell Roan,1000861,21485883,Red Wine Supernova,"['dance-pop', 'synthpop', 'electropop', 'indie', 'pop']",https://www.last.fm/music/Chappell+Roan/_/Red+Wine+Supernova
"Hey, Soul Sister",Train,1450700,10097916,"Save Me, San Francisco","['pop', 'rock', 'happy', 'upbeat', 'catchy']","https://www.last.fm/music/Train/_/Hey,+Soul+Sister"
Mr. Loverman,Ricky Montgomery,512594,5352256,N/A,"['pop', 'gay', 'ash', 'eiji', 'suguru']",https://www.last.fm/music/Ricky+Montgomery/_/Mr.+Loverman
Shut Up and Dance,WALK THE MOON,1126631,9695496,Talking Is Hard,"['indie pop', 'pop', 'rock', 'dance', 'pop rock']",https://www.last.fm/music/Walk+the+Moon/_/Shut+Up+and+Dance
Jealous,Eyedress,1259959,16843345,Let's Skip to the Wedding [Explicit],"['Lo-Fi', 'post-punk', 'incelcore', 'electronic', 'indie']",https://www.last.fm/music/Eyedress/_/Jealous
18,One Direction,509928,4988588,FOUR,"['why is larry so real', 'pop', 'Ed Sheeran', 'larry', 'Ballad']",https://www.last.fm/music/One+Direction/_/18
We Belong Together,Mariah Carey,858775,7793790,The Emancipation of Mimi,"['Mariah Carey', 'pop', 'rnb', 'female vocalists', 'soul']",https://www.last.fm/music/Mariah+Carey/_/We+Belong+Together
Closer Than This,Jimin,148197,31540038,N/A,"['pop', 'gift', 'dance', 'Love', 'gay']",https://www.last.fm/music/jimin/_/Closer+Than+This
Promiscuous,"Nelly Furtado, Timbaland",1794634,15650240,Promiscuous Hit Pac,"['pop', 'dance', 'female vocalists', 'Hip-Hop', 'rnb']",https://www.last.fm/music/Nelly+Furtado/_/Promiscuous
A Bar Song (Tipsy),Shaboozey,470226,4006645,A Bar Song (Tipsy),"['country', 'country rap', 'Hip-Hop', 'rap', 'american']",https://www.last.fm/music/Shaboozey/_/A+Bar+Song+(Tipsy)
だから僕は音楽を辞めた,ヨルシカ,51531,357388,だから僕は音楽を辞めた,"['rock', 'japanese', 'J-rock', 'j-pop']",https://www.last.fm/music/%E3%83%A8%E3%83%AB%E3%82%B7%E3%82%AB/_/%E3%81%A0%E3%81%8B%E3%82%89%E5%83%95%E3%81%AF%E9%9F%B3%E6%A5%BD%E3%82%92%E8%BE%9E%E3%82%81%E3%81%9F
Pain,PinkPantheress,1394182,25688677,N/A,"['bedroom pop', '2-step', 'new jack swing', 'MySpotigramBot', 'indie']",https://www.last.fm/music/pinkpantheress/_/Pain
Sei Tocar Violão - Ao Vivo,Clayton & Romário,21320,107410,N/A,[],https://www.last.fm/music/Clayton+&+Rom%C3%A1rio/_/Sei+Tocar+Viol%C3%A3o+-+Ao+Vivo
TAIDADA,ZUTOMAYO,49711,389171,Koke no ichinen Kaiba ni takusu,"['anime', 'j-pop', 'dANDADAN', 'MySpotigramBot']",https://www.last.fm/music/ZUTOMAYO/_/TAIDADA
Smeraldo Garden Marching Band (feat. Loco),"Jimin, Loco",14077,8536071,N/A,"['jimin', 'smeraldo garden marching band']","https://www.last.fm/music/Jimin,+Loco/_/Smeraldo+Garden+Marching+Band+(feat.+Loco)"
Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",1200648,8157942,"Oral Fixation, Vols. 1 & 2 (With Bonus Videos)","['pop', 'latin', 'dance', 'Reggaeton', 'Shakira']",https://www.last.fm/music/Shakira/_/Hips+Don%27t+Lie+(feat.+Wyclef+Jean)
THE GREATEST,Billie Eilish,740586,10897325,HIT ME HARD AND SOFT,"['pop', 'pop rock', 'peter', 'alternative rock', 'epic']",https://www.last.fm/music/Billie+Eilish/_/THE+GREATEST
Dilemma,"Nelly, Kelly Rowland",1015042,5312279,6 Derrty Hits,"['rnb', 'Hip-Hop', 'Nelly', 'rap', 'hip hop']",https://www.last.fm/music/Nelly/_/Dilemma
Haru Haru,BIGBANG,113718,1002077,Number 1,"['big bang', 'k-pop', 'BigBang', 'dramatic', 'Kpop']",https://www.last.fm/music/Bigbang/_/Haru+Haru
UNDEAD,YOASOBI,51054,515370,N/A,[],https://www.last.fm/music/yoasobi/_/UNDEAD
Try,P!nk,639120,5371075,The Truth About Love,"['pop', 'pop rock', 'female vocalists', 'rock', 'beautiful']",https://www.last.fm/music/P%21nk/_/Try
Line Without a Hook,Ricky Montgomery,604875,8433105,Montgomery Ricky,"['indie', 'indie pop', 'pop', 'indie rock', 'yearning']",https://www.last.fm/music/Ricky+Montgomery/_/Line+Without+A+Hook
Nice Guy,BOYNEXTDOOR,64537,986022,N/A,"['Kpop', 'Korean', 'k-pop', 'bop', 'boygroup']",https://www.last.fm/music/boynextdoor/_/Nice+Guy
So Sick,Ne-Yo,1023981,6079137,As Cinco Melhores,"['rnb', 'Ne-Yo', 'soul', 'Hip-Hop', 'so sick']",https://www.last.fm/music/Ne-Yo/_/So+Sick
Only Girl (In The World),Rihanna,1763084,16571316,Loud,"['pop', 'dance', 'Rihanna', 'female vocalists', 'electronic']",https://www.last.fm/music/Rihanna/_/Only+Girl+(In+the+World)
My Boo,"USHER, Alicia Keys",13487,54696,N/A,[],"https://www.last.fm/music/Usher,+Alicia+Keys/_/My+Boo"
Breakeven,The Script,1095588,8597415,The Script,"['rock', 'pop', 'alternative', 'indie', 'The Script']",https://www.last.fm/music/The+Script/_/Breakeven
Eastside (with Halsey & Khalid),"benny blanco, Halsey, Khalid",6812,39747,N/A,[],"https://www.last.fm/music/benny+blanco,+Halsey,+Khalid/_/Eastside+(with+Halsey+&+Khalid)"
