Track,Artist,Listeners,Playcount
Kiss and Make Up,"Dua Lipa, BLACKPINK",17064,128520
Breathe,Olly Alexander (Years & Years),77683,485350
Lucky,"Jason Mraz, Colbie Caillat",581074,4115220
SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",972879,6097921
Touch My Body,Mariah Carey,573928,4183259
She Knows,"Ne-Yo, Juicy J",4786,26123
Levitating,Dua Lipa,969275,13783024
I Knew I Loved You,Savage Garden,288615,1508530
Shape of My Heart,Backstreet Boys,296136,1823638
Runaway Baby,Bruno Mars,796343,6299407
Habits (Stay High),Tove Lo,1111028,11010534
Break My Heart,Dua Lipa,915018,12407245
Because Of You,Ne-Yo,660637,4183171
Stronger (What Doesn't Kill You),Kelly Clarkson,706217,4355371
I Wanna Love You,"Akon, Snoop Dogg",6198,22042
Beat It (feat. Chris Brown & Wiz Khalifa),"Sean Kingston, Chris Brown, Wiz Khalifa",723,3097
Circus,Britney Spears,1244524,11629871
Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",9273,36265
Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",1133100,9674035
Temperature,Sean Paul,970079,5121593
Give It To Me,"Timbaland, Justin Timberlake, Nelly Furtado",10806,51759
Long Way 2 Go,Cassie,504403,4035900
I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb",6434,40603
Truly Madly Deeply,Savage Garden,566109,3065739
Wannabe,Spice Girls,1279983,7257244
Talk Dirty (feat. 2 Chainz),"Jason Derulo, 2 Chainz",208392,1083036
Because of You,Kelly Clarkson,940799,6067081
Thank You,Dido,1052532,6502802
On The Floor - Radio Edit,"Jennifer Lopez, Pitbull",409138,1763141
Die Young,Kesha,451379,5150310
Mama,"Jonas Blue, William Singe",4768,19065
Perfect Strangers,"Jonas Blue, JP Cooper",5270,23435
My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",8839,43034
Don't Matter,Akon,666584,3134624
Ain't Shit,Doja Cat,918707,11956424
Stickwitu,The Pussycat Dolls,643231,3370467
Boss Bitch,Doja Cat,837122,10239703
Toothbrush,DNCE,292526,1925987
Buttons,The Pussycat Dolls,1001295,5716008
Na Na,Trey Songz,229391,1250613
Glad You Came,The Wanted,1020264,7600269
She Doesn't Mind,Sean Paul,322927,2344154
LoveGame,Lady Gaga,1663239,15930914
I Have Nothing,Whitney Houston,530655,3528500
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,383342,1701993
Bubbly,Colbie Caillat,926648,5354285
Streets - Silhouette Remix,Doja Cat,173204,1306865
Barbie Girl,Aqua,947304,4513440
Down,"Jay Sean, Lil Wayne",779405,5011568
Telephone,"Lady Gaga, Beyoncé",33268,223748
Underneath the Tree,Kelly Clarkson,821504,4344866
Apologize,"Timbaland, OneRepublic",956734,4922970
Girlfriend,Avril Lavigne,1346242,9265616
Womanizer,Britney Spears,1589905,14068042
These Walls,Dua Lipa,299721,2889676
Cupid's Chokehold / Breakfast in America,Gym Class Heroes,658263,5180022
Belly Dancer,"Imanbek, BYOR",3968,16752
Kiss Me Thru The Phone,"Soulja Boy, Sammie",13429,62517
Illusion,Dua Lipa,424590,5222940
Saving All My Love for You,Whitney Houston,344239,1772417
Bye Bye Bye,*NSYNC,874031,5099388
Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",1136,3336
Born This Way,Lady Gaga,1251714,15786618
Right Round (feat. Ke$ha),"Flo Rida, Kesha",1422,4624
Big Girls Don't Cry (Personal),Fergie,663873,3894116
It's Gonna Be Me,*NSYNC,495013,3111594
Million Reasons,Lady Gaga,530739,5500825
Sk8er Boi,Avril Lavigne,1330389,9481909
GDFR (feat. Sage the Gemini & Lookas),"Flo Rida, Sage The Gemini, Lookas",3421,11848
Do It Again,"Pia Mia, Chris Brown, Tyga",2103,10694
My Humps,Black Eyed Peas,992631,4643605
I'm with You,Avril Lavigne,916117,7307583
Sometimes,Britney Spears,383306,2572835
Applause,Lady Gaga,1208293,15495839
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,563038,5564663
Without You,Mariah Carey,416202,2722254
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",14231,52932
Troublemaker (feat. Flo Rida),"Olly Murs, Flo Rida",244302,1557956
"Double Life - From ""Despicable Me 4""",Pharrell Williams,230468,1778883
Rules,Doja Cat,745868,9987712
JOYRIDE,Kesha,369017,5459182
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1067347,6527273
Don't Cha,"The Pussycat Dolls, Busta Rhymes",940545,4686342
Government Hooker,Lady Gaga,632844,8150537
Love Me Again,John Newman,843981,7187236
Rasputin,"Majestic, Boney M.",7226,27471
Un-Break My Heart,Toni Braxton,457738,2349524
All The Things She Said,t.A.T.u.,1163516,9697629
Glamorous,"Fergie, Ludacris",989418,5967981
Rocketeer,"Far East Movement, Ryan Tedder, Ruff Loaderz",2666,11456
Do It To It,"ACRAZE, Cherish",4720,18047
メフィスト,QUEEN BEE,56865,817677
Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",7583,28901
Murder On The Dancefloor,Sophie Ellis-Bextor,1102661,10070487
Crank That (Soulja Boy),Soulja Boy,757165,2991293
Помню твоё тело,Ellai,10287,103092
Good Feeling,Flo Rida,863498,5257073
My House,Flo Rida,521112,2993462
Meant to Be (feat. Florida Georgia Line),"Bebe Rexha, Florida Georgia Line",4689,20113
Pump It,Black Eyed Peas,1396379,8540739
Physical,Dua Lipa,842378,15651360
Ugly,2NE1,84731,1090008
Go Away,2NE1,77060,1124614
Tia Tamera (feat. Rico Nasty),"Doja Cat, Rico Nasty",12986,66770
What the Hell,Avril Lavigne,955047,8466161
Mad,Ne-Yo,502457,2660787
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,396291,1827950
Rock Your Body,Justin Timberlake,1420280,9356966
I Know You Want Me (Calle Ocho),Pitbull,674032,2672238
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine",1131,5596
Like A G6,"Far East Movement, The Cataracs, DEV",1197750,8057209
Body Party,Ciara,262970,1664982
The Boy Is Mine,"Brandy, Monica",95388,432764
Believe,Cher,916212,5511600
Better in Time,Leona Lewis,561628,2942244
Brown Eyes,Destiny's Child,122425,630389
Beautiful Soul,Jesse McCartney,400209,2046987
Alejandro,Lady Gaga,1531724,16829349
Ferrari,"James Hype, Miggy Dela Rosa",5436,28835
Be With You,Akon,140073,567858
Scream & Shout,"will.i.am, Britney Spears",23720,205811
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),"T-Pain, Yung Joc",4235,16262
Head & Heart (feat. MNEK),"Joel Corry, MNEK",5189,22552
Hollaback Girl,Gwen Stefani,1512935,7889598
I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",1281119,10533406
Take You Dancing,Jason Derulo,252699,1637622
Heavy Metal Lover,Lady Gaga,483221,7344303
The Edge Of Glory,Lady Gaga,773318,8056717
One Sweet Day,"Mariah Carey, Boyz II Men",239832,1566162
21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",2251,10748
Talking Body,Tove Lo,665941,5925282
Afraid To Feel,LF SYSTEM,338495,2861177
Like a Prayer,Madonna,1158751,8481848
Where Do Broken Hearts Go,Whitney Houston,175641,745444
Bartender (feat. Akon),"T-Pain, Akon",3616,14977
Fancy,"Iggy Azalea, Charli xcx",946434,6307054
Fast Car,"Jonas Blue, Dakota",4511,18898
The Sweet Escape,"Gwen Stefani, Akon",1452558,9710783
Caramelldansen,Caramella Girls,80728,627567
"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Mandy Moore,276280,1632886
"I'll Be Missing You (feat. Faith Evans, 112)","Diddy, Faith Evans, 112",2022,8586
Fire,2NE1,152399,1990606
My Only Wish (This Year),Britney Spears,507661,2027512
Want to Want Me,Jason Derulo,306294,2239673
Fire Burning,Sean Kingston,630440,2901284
Somethin' Stupid,"Robbie Williams, Nicole Kidman",56722,214621
Backstabber,Kesha,276568,1519750
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),"Pitbull, Jennifer Lopez, Claudia Leitte",2799,10520
Jealous - Remix,"Nick Jonas, Tinashe",2356,9990
OUT OUT (feat. Charli XCX & Saweetie),"Joel Corry, Jax Jones, Charli xcx, Saweetie",6010,23696
Whatcha Say,Jason Derulo,622268,3251615
Love Again,Dua Lipa,663035,9225828
Your Love (9PM),"ATB, Topic, A7S",4957,22800
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",7738,41515
Boom Boom Pow,Black Eyed Peas,1196157,6182567
"1, 2 Step (feat. Missy Elliott)","Ciara, Missy Elliott",1660,5989
Rain Over Me (feat. Marc Anthony),"Pitbull, Marc Anthony",279,786
Quit Playing Games (With My Heart),Backstreet Boys,286039,1338973
Sexy And I Know It,LMFAO,862760,4942394
If U Seek Amy,Britney Spears,958855,8655559
Get Busy,Sean Paul,729279,3389260
QKThr,Aphex Twin,562705,5524588
BACKBONE,"Chase & Status, Stormzy",2215,13204
Hung Up,Madonna,1262041,11256299
BED,"Joel Corry, RAYE, David Guetta",4576,19257
Hold My Hand,Lady Gaga,224397,2319982
Dance The Night,Dua Lipa,295919,2275264
Shallow - Radio Edit,"Lady Gaga, Bradley Cooper",2385,8845
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"Jennifer Lopez, Jadakiss, Styles P",3807,15294
Raise Your Glass,P!nk,756687,5391227
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental, Jess Glynne, Macklemore, Dan Caplen",3699,15633
My Love (feat. T.I.),"Justin Timberlake, T.I.",627258,4293321
So What,P!nk,1241207,8073029
Just Can’t Get Enough,Black Eyed Peas,713470,4780483
Blow,Kesha,355244,3234870
INVISIBLE,Duran Duran,196243,2770815
Hopelessly Devoted To You - From “Grease”,Olivia Newton-John,392759,2902747
Break Your Heart,"Taio Cruz, Ludacris",1030399,5657882
"Sorry, Blame It On Me",Akon,227569,1300332
Shots,"LMFAO, Lil Jon",2658,8218
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,"Eiffel 65, Gabry Ponte",3948,13330
Waterfalls,TLC,853226,4034349
Remember,"Becky Hill, David Guetta",3142,23905
One In A Million,Ne-Yo,117780,761214
What About Us,P!nk,346948,2650434
Up Down (Do This All Day) (feat. B.o.B),"T-Pain, B.o.B",1146,4468
Troublemaker,"Akon, Sweet Rush",400,1794
Prada (feat. D-Block Europe) - Valexus Remix,"cassö, RAYE, Valexus, D-Block Europe",537,1978
There Goes My Baby,USHER,234088,919087
When I Grow Up,The Pussycat Dolls,937119,5636516
อาวรณ์,Polycat,3606,31283
มัธยม,Polycat,2068,13055
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",30738,352438
goosebumps,Travis Scott,1230824,15179429
HIGHEST IN THE ROOM,Travis Scott,1035765,12754881
SICKO MODE,Travis Scott,1061321,12053006
Faded,Alan Walker,675831,6147595
BUTTERFLY EFFECT,Travis Scott,911543,11809126
Dancin (feat. Luvli) - Krono Remix,"Aaron Smith, Krono, Luvli",4791,22545
The Spectre,Alan Walker,179430,1304962
Stereo Love,"Edward Maya, Vika Jigulina",111804,854740
On My Way,"Alan Walker, Sabrina Carpenter, Farruko",8149,41060
I KNOW ?,Travis Scott,828557,15329537
Darkside,"Alan Walker, Au/Ra, Tomine Harket",5257,24333
Lily,"Alan Walker, K-391, Emelie Hollow",3407,18269
Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",2913,13333
I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",759,3916
CAN'T SAY,Travis Scott,733375,11629550
Ignite,"Alan Walker, Julie Bergan, K-391, SEUNGRI",1893,8437
TOPIA TWINS (feat. Rob49 & 21 Savage),"Travis Scott, Rob49, 21 Savage",11409,85162
5% TINT,Travis Scott,643534,7600508
Lost Control,"Alan Walker, Sorana",1812,8004
Give It To Me - Full Vocal Mix,Matt Sassari,341241,2237779
Dirty Cash (Money Talks) - Sold Out 7 Inch Mix,The Adventures Of Stevie V,3571,11306
Run Free,"Deep Chills, IVIE",542,2108
Roses - Imanbek Remix,"SAINt JHN, Imanbek",3694,16070
Dancin - Krono Remix,"Aaron Smith, Luvli, Krono",2322,11364
Nightcrawler (feat. Swae Lee & Chief Keef),"Travis Scott, Swae Lee, Chief Keef",11925,111827
"Better Off (Alone, Pt. III)","Alan Walker, Dash Berlin, Vikkstar",2207,10964
All Falls Down (feat. Juliander),"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",2398,10186
SKELETONS,Travis Scott,742236,14243293
TIL FURTHER NOTICE (feat. James Blake & 21 Savage),"Travis Scott, James Blake, 21 Savage",9965,99971
World Hold On (Children Of The Sky) - FISHER Rework,"Bob Sinclar, FISHER, Steve Edwards",1099,3861
Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",4296,19566
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Pharrell Williams, Nile Rodgers, Thomas Bangalter, Guy-Manuel de Homem-Christo, Daft Punk",1252,3060
(It Goes Like) Nanana - Edit,Peggy Gou,434626,3444155
MELTDOWN (feat. Drake),"Travis Scott, Drake",15180,138688
By Your Side,"Jonas Blue, RAYE",2470,9262
Get Lucky (feat. Pharrell Williams and Nile Rodgers),"Daft Punk, Pharrell Williams, Nile Rodgers",13153,50472
Don’t Wake Me Up,"Jonas Blue, Why Don't We",1906,8237
It Feels So Good,"Matt Sassari, HUGEL, Sonique",276,958
Boyz In Paris (with VINAI),"Marnik, Naeleck, VINAI",1280,5196
Lady - Hear Me Tonight,Modjo,310046,1917149
YOSEMITE,Travis Scott,551520,6928816
K-POP,"Travis Scott, Bad Bunny, The Weeknd",11458,65613
Atmosphere,"FISHER, Kita Alexander",3277,14707
FRANCHISE (feat. Young Thug & M.I.A.),"Travis Scott, Young Thug, M.I.A.",6462,39596
Stereo Love - Edit,"Edward Maya, Vika Jigulina",1148,5387
Goosebumps - Remix,"Travis Scott, HVME",1680,6875
Car Keys (Ayla),"Alok, Ava Max",3084,20553
Forever (feat. Malou & Yuna),"HUGEL, Diplo, Malou, Yuna",545,2262
STARGAZING,Travis Scott,592988,8548700
Headlights (feat. KIDDO),"Alok, Alan Walker, KIDDO",1354,6309
Goth,Sidewalks and Skeletons,431810,4296859
U Weren't Here I Really Miss You,"Cult Member, Mia Martina",119,370
Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,"Crystal Waters, The Basement Boys",3087,12736
Sing Me to Sleep,Alan Walker,184494,1541161
How You Feel (Ft. Leven Kali),"ANOTR, Erik Bandt, Leven Kali",623,2342
WHO? WHAT!,Travis Scott,332101,3244911
"Fire! (feat. YUQI ((G)I-DLE), JVKE)","Alan Walker, YUQI, JVKE, (G)I-DLE",1615,9527
Yamore,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",345,1575
ASTROTHUNDER,Travis Scott,617383,11637008
I Only Smoke When I Drink,nimino,109383,636537
Desert Rain (feat. Vika Jigulina),Edward Maya,15390,97072
Drugs From Amsterdam,Mau P,139107,838935
"Patadas de Ahogado / LATÍN MAFIA, HUMBE - Rework",HUGEL,43843,164775
Luxury,Azealia Banks,614613,7860364
Saving Up,Dom Dolla,136039,891724
Never Walk Alone,"BLOND:ISH, Stevie Appleton",592,1485
Polaroid,"Jonas Blue, Liam Payne, Lennon Stella",3922,14489
Something About Us,Daft Punk,1251039,11000393
Sweet Dreams,"Alan Walker, Imanbek",2238,8303
Antidote,Travis Scott,565850,6163216
U Can't Touch This,MC Hammer,863361,3670780
LET'S GET FKD UP,"Alok, Mondello'G, CERES, Tribbs",2080,11138
U & I,"FKJ, Darius, WAYNE SNOW, Crayon, The NightBirds",434,1681
It's That Time - FISHER Remix,"Marlon Hoffstadt, FISHER",364,1713
Losing It,FISHER,280534,2115010
Baianá,Bakermat,269030,1893248
Relax My Eyes,"ANOTR, Abel Balder",2834,12888
Alors on danse - Radio Edit,Stromae,513032,4013118
My Love,"Route 94, Jess Glynne",11038,106102
THANK GOD,Travis Scott,548323,7111844
Where You Are,"John Summit, HAYLA",2532,12994
Fake ID (Coke & Rum Remix),"Riton, Kah-Lo, GEE LEE",4150,18019
"Harder, Better, Faster, Stronger",Daft Punk,1812250,14960504
NO BYSTANDERS,Travis Scott,486289,6425969
Alors On Danse - DubDogz Remix,"Stromae, Dubdogz",943,3159
Body Moving,"Eliza Rose, Calvin Harris",1669,7028
The Drum,Alan Walker,45570,298746
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),"Felix Jaehn, Jasmine Thompson",1501,5536
The Ocean (feat. Shy Martin),"Mike Perry, shy martin",1950,7804
B.O.T.A. (Baddest Of Them All) - Edit,"Eliza Rose, Interplanetary Criminal",3388,14974
Rainfall (Praise You),Tom Santa,142897,849884
Maria I'm Drunk (feat. Justin Bieber & Young Thug),"Travis Scott, Justin Bieber, Young Thug",9638,68265
Clouds,"BUNT., Nate Traveller",2789,12613
Apple Pie,Travis Scott,365164,5156771
girl$,Dom Dolla,72554,402389
Goth (Slowed + Reverb),Sidewalks and Skeletons,63318,406350
TAKE IT OFF,"FISHER, Aatig",1698,7556
Ferrari - Oliver Heldens Remix,"James Hype, Miggy Dela Rosa, Oliver Heldens",190,697
WTF (feat. Amber Van Day),"HUGEL, Amber Van Day",965,4215
HYAENA,Travis Scott,562342,7102139
Shiver,"John Summit, HAYLA",1199,5318
Not Fair,"Niklas Dee, Old Jim, Enny-Mae",1739,9871
Rhyme Dust,"MK, Dom Dolla",2054,8345
Seve - Radio Edit,Tez Cadey,138508,842400
Echo,"RSCL, Repiet, Julia Kleijn",2257,10257
Hear Me Now,"Alok, Zeeba, Bruno Martini",3125,11229
Baby I'm Yours,"Breakbot, Irfane",429662,2818702
Fly Me to the Moon,"Shoby, Izzie Naylor",168,442
Boost Up,"FISHER, Flowdan",434,1385
ten,"Fred again.., Jozzy, Jim Legxacy",2637,13376
Barcelona,"Alan Walker, Ina Wroldsen",861,3510
Destination Calabria - Radio Edit,"Alex Gaudino, Crystal Waters",4229,15704
Man On The Moon,"Alan Walker, Benjamin Ingrosso",1661,8738
Be The One,Eli Brown,95806,583833
All By Myself,"Alok, Sigala, Ellie Goulding",2598,12081
Somebody's Watching Me,"Chico Rose, 71 Digits",1135,3517
Sauti,"Francis Mercier, Faul & Wad, African Children's Choir",141,398
Tous les mêmes,Stromae,418429,3848130
Sunshine,Lavern,73994,268087
MAFIA,Travis Scott,309359,5012953
Nightcall,Kavinsky,1016742,11079644
UP,"INNA, Sean Paul",823,4419
Yeah The Girls,"FISHER, MERYLL",978,3981
CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),"Travis Scott, The Weeknd, Swae Lee",9560,73556
WAKE UP,Travis Scott,391740,4131569
Goosebumps,HVME,172382,1175377
Beautiful Nightmare,"Alan Walker, bludnymph",415,2591
Gorah,"Nitefreak, Emmanuel Jal",379,1814
Marianela (Que Pasa),"HUGEL, Merk & Kremont, Lirico En La Casa",930,3815
Happy Now,"Kygo, Sandro Cavazza",2571,9361
Lifeline,"Alan Walker, LOVA",197,931
Music Sounds Better With You - Radio Edit,"Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter",3611,14429
Check Out,"J. Worra, Leo Stannard",1094,4064
If U Need It,Sammy Virji,95093,614930
Substitution (feat. Julian Perretta),"Purple Disco Machine, Kungs, Julian Perretta",2398,14132
3500 (feat. Future & 2 Chainz),"Travis Scott, Future, 2 Chainz",8082,45115
Hold Me,Lavern,136516,674710
Lose Yourself to Dance (feat. Pharrell Williams),"Daft Punk, Pharrell Williams",924767,6938478
We Could Be Together,"Gabry Ponte, LUM!X, Daddy DJ",582,2483
Glue,BICEP,317274,3178487
Hypnotized,"Purple Disco Machine, Sophie and the Giants",4527,33912
COFFEE BEAN,Travis Scott,460897,6612830
7 Seconds (feat. Shamiya Battles) - Radio Edit,"James Hype, Shamiya Battles",155,653
Drums (Feat. Kim Petras),"James Hype, Kim Petras",1268,7682
Asking,"Sonny Fodera, MK, Clementine Douglas",1119,4782
HOUSTONFORNICATION,Travis Scott,374804,4487082
Stay Young,"Mike Perry, Tessa",518,1980
Around The World,"Niklas Dee, René Miller",278,1705
Miracle Maker,"Dom Dolla, Clementine Douglas",1712,6842
The Rapture Pt.III,"&ME, Black Coffee, Keinemusik",599,2816
Calm Down,"DJ Goja, Magic Phase",344,1157
MODERN JAM (feat. Teezo Touchdown),"Travis Scott, Teezo Touchdown",11518,99300
Wake Me Up In Paris,"Anthony Keyrouz, Paradigm",713,3415
COULD BE WRONG,LOSTBOYJAY,161625,971045
The Rhythm of the Night,Corona,535285,2563248
Lost In The Night,"Thierry Von Der Warth, Jack David",15,32
Baby Girl,Disco Lines,245495,1873177
Matter of Time,"Vandelux, Alex Maher",811,2667
So Much In Love,D.O.D,75067,409627
SIRENS,Travis Scott,463895,5405298
Still Sleepless,"D.O.D, Carla Monroe",1260,5947
Morenita,"HUGEL, Cumbiafrica",1084,3161
Careless Whisper,"Toby Rose, ALUR, Eirik Næss",104,387
Eternity,"Anyma, Chris Avantgarde",1807,7487
Heart over Mind,"Alan Walker, Daya",1175,7646
Mamacita (feat. Rich Homie Quan & Young Thug),"Travis Scott, Rich Homie Quan, Young Thug",5453,32662
