id,track_name,artist,album,popularity,release_date,spotify_url,Genre
0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",Global Warming: Meltdown (Deluxe Version),74,2012,https://open.spotify.com/track/0Hf4aIJpsN4Os2f0y0VqWl,hip-hop
3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",Perfect Ten,70,2019-06-28,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,hip-hop
0fv2KH6hac06J86hBUTcSf,NEW MAGIC WAND,"Tyler, The Creator",IGOR,75,2019-05-17,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf,hip-hop
2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),76,1994-09-13,https://open.spotify.com/track/2g8HN35AnVGIk7B8yMucww,hip-hop
3kdDccXEVz0snh6mcL4eFj,YK,Cean Jr.,YK,68,2021-01-25,https://open.spotify.com/track/3kdDccXEVz0snh6mcL4eFj,hip-hop
0OPyDgTRuIdCJ9B4bYSths,Hotel Room Service,Pitbull,Pitbull Starring In Rebelution,71,2009-08-27,https://open.spotify.com/track/0OPyDgTRuIdCJ9B4bYSths,hip-hop
0FVuyC9RP5MACjp4lgU3qZ,I'm God,"Clams Casino, Imogen Heap",Instrumental Relics,73,2020-04-24,https://open.spotify.com/track/0FVuyC9RP5MACjp4lgU3qZ,hip-hop
1WbhIxkn5ECsOwUm795iX1,Star Shopping,Lil Peep,Star Shopping,77,2015-08-17,https://open.spotify.com/track/1WbhIxkn5ECsOwUm795iX1,hip-hop
59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),76,1992,https://open.spotify.com/track/59WN2psjkt1tyaxjspN8fp,hip-hop
6fujklziTHa8uoM5OQSfIo,Black Beatles,"Rae Sremmurd, Gucci Mane",SremmLife 2 (Deluxe),72,2016-08-12,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,hip-hop
577YBGuskWkVDCxZrLRB4v,Pure Cocaine,Lil Baby,Street Gossip,75,2018-11-30,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v,hip-hop
3G0yz3DZn3lfraledmBCT0,P.I.M.P.,50 Cent,Get Rich Or Die Tryin',74,2003-02-06,https://open.spotify.com/track/3G0yz3DZn3lfraledmBCT0,hip-hop
43nqv4QZLdroszZ03wKCCh,Escape,Nemzzz,Escape,71,2024-07-18,https://open.spotify.com/track/43nqv4QZLdroszZ03wKCCh,hip-hop
43PuMrRfbyyuz4QpZ3oAwN,Exchange,Bryson Tiller,T R A P S O U L,76,2015-10-02,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,hip-hop
0j2T0R9dR9qdJYsB7ciXhf,Stronger,Kanye West,Graduation,77,2007-09-11,https://open.spotify.com/track/0j2T0R9dR9qdJYsB7ciXhf,hip-hop
4VQNCzfZ3MdHEwwErNXpBo,All Eyez On Me (ft. Big Syke),"2Pac, Big Syke",All Eyez On Me,74,1996-02-13,https://open.spotify.com/track/4VQNCzfZ3MdHEwwErNXpBo,hip-hop
3Q4gttWQ6hxqWOa3tHoTNi,Not You Too (feat. Chris Brown),"Drake, Chris Brown",Dark Lane Demo Tapes,73,2020-05-01,https://open.spotify.com/track/3Q4gttWQ6hxqWOa3tHoTNi,hip-hop
5SkRLpaGtvYPhw02vZhQQ9,All Falls Down,"Kanye West, Syleena Johnson",The College Dropout,78,2004-02-10,https://open.spotify.com/track/5SkRLpaGtvYPhw02vZhQQ9,hip-hop
1s9DTymg5UQrdorZf43JQm,Fell In Luv (feat. Bryson Tiller),"Playboi Carti, Bryson Tiller",Die Lit,70,2018-05-11,https://open.spotify.com/track/1s9DTymg5UQrdorZf43JQm,hip-hop
2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),"Drake, Yeat",For All The Dogs,73,2023-10-06,https://open.spotify.com/track/2YSzYUF3jWqb9YP9VXmpjE,hip-hop
1QPreu0BNOrUfEb8HTd2qG,Rich Spirit,Kendrick Lamar,Mr. Morale & The Big Steppers,72,2022-05-13,https://open.spotify.com/track/1QPreu0BNOrUfEb8HTd2qG,hip-hop
0O3TAouZE4vL9dM5SyxgvH,Fashion Killa,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),75,2013,https://open.spotify.com/track/0O3TAouZE4vL9dM5SyxgvH,hip-hop
4QhWbupniDd44EDtnh2bFJ,Pyramids,Frank Ocean,channel ORANGE,74,2012-07-10,https://open.spotify.com/track/4QhWbupniDd44EDtnh2bFJ,hip-hop
0zO8ctW0UiuOefR87OeJOZ,Collard Greens,"ScHoolboy Q, Kendrick Lamar",Oxymoron (Deluxe),74,2014-01-01,https://open.spotify.com/track/0zO8ctW0UiuOefR87OeJOZ,hip-hop
5Gt9bxniM1SxN61yRzRhXL,United In Grief,Kendrick Lamar,Mr. Morale & The Big Steppers,73,2022-05-13,https://open.spotify.com/track/5Gt9bxniM1SxN61yRzRhXL,hip-hop
7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,"Kanye West, PARTYNEXTDOOR",ye,75,2018-06-01,https://open.spotify.com/track/7vgTNTaEz3CsBZ1N4YQalM,hip-hop
3VZlCJimDGY0D7YEC7S351,Save That Shit,Lil Peep,"Come Over When You're Sober, Pt. 1",71,2017-08-15,https://open.spotify.com/track/3VZlCJimDGY0D7YEC7S351,hip-hop
4tqcoej1zPvwePZCzuAjJd,Wet Dreamz,J. Cole,2014 Forest Hills Drive,77,2014-12-09,https://open.spotify.com/track/4tqcoej1zPvwePZCzuAjJd,hip-hop
1qMMYpVatbRITKCfq1gasi,PUFFIN ON ZOOTIEZ,Future,I NEVER LIKED YOU,74,2022-04-29,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi,hip-hop
01Lr5YepbgjXAWR9iOEyH1,Love Sosa,Chief Keef,Finally Rich,74,2012-01-01,https://open.spotify.com/track/01Lr5YepbgjXAWR9iOEyH1,hip-hop
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,MIDDLE CHILD,74,2019-01-23,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,hip-hop
3rfhI32Il2hVRKDkuGeeen,Hey Baby (Drop It to the Floor) (feat. T-Pain),"Pitbull, T-Pain",Planet Pit (Deluxe Version),72,2011-06-17,https://open.spotify.com/track/3rfhI32Il2hVRKDkuGeeen,hip-hop
0mEdbdeRFQwBhN4xfyIeUM,Can't Tell Me Nothing,Kanye West,Graduation,77,2007-09-11,https://open.spotify.com/track/0mEdbdeRFQwBhN4xfyIeUM,hip-hop
7FAFkQQZFeNwOFzTrSDFIh,The Spins,"Mac Miller, Empire Of The Sun",K.I.D.S. (Deluxe),78,2010-08-13,https://open.spotify.com/track/7FAFkQQZFeNwOFzTrSDFIh,hip-hop
4X5f3vT8MRuXF68pfjNte5,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",LONG.LIVE.A$AP (Deluxe Version),74,2013,https://open.spotify.com/track/4X5f3vT8MRuXF68pfjNte5,hip-hop
2N3U8uTYhjX2KwGT0pf5x0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)","A$AP Rocky, Rod Stewart, Miguel, Mark Ronson",AT.LONG.LAST.A$AP,75,2015-05-26,https://open.spotify.com/track/2N3U8uTYhjX2KwGT0pf5x0,hip-hop
1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,"Kanye West, Rick Ross",My Beautiful Dark Twisted Fantasy,74,2010-11-22,https://open.spotify.com/track/1UGD3lW3tDmgZfAVDh6w7r,hip-hop
3yk7PJnryiJ8mAPqsrujzf,Location,Playboi Carti,Playboi Carti,72,2017-04-14,https://open.spotify.com/track/3yk7PJnryiJ8mAPqsrujzf,hip-hop
5BbdKBZO0TH0GhfxUfyhL9,Freestyle,Lil Baby,Too Hard,74,2017-12-01,https://open.spotify.com/track/5BbdKBZO0TH0GhfxUfyhL9,hip-hop
79s5XnCN4TJKTVMSmOx8Ep,Dior,Pop Smoke,Meet The Woo,73,2019-07-26,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,hip-hop
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,Speakerboxxx/The Love Below,78,2003,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM,hip-hop
7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),76,1997-03-04,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j,hip-hop
6jdOi5U5LBzQrc4c1VT983,"Hold On, We're Going Home","Drake, Majid Jordan",Nothing Was The Same (Deluxe),70,2013-01-01,https://open.spotify.com/track/6jdOi5U5LBzQrc4c1VT983,hip-hop
0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,Outkast,Stankonia,78,2000-10-31,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV,hip-hop
7aqfrAY2p9BUSiupwk3svU,First Person Shooter (feat. J. Cole),"Drake, J. Cole",For All The Dogs,71,2023-10-06,https://open.spotify.com/track/7aqfrAY2p9BUSiupwk3svU,hip-hop
3L0IKstjUgDFVQAbQIRZRv,R.I.P.,Playboi Carti,Die Lit,69,2018-05-11,https://open.spotify.com/track/3L0IKstjUgDFVQAbQIRZRv,hip-hop
4nva9EpKntUTs6CRSGBCn9,Just A Lil Bit,50 Cent,The Massacre,74,2005-03-03,https://open.spotify.com/track/4nva9EpKntUTs6CRSGBCn9,hip-hop
1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,"Kanye West, Jamie Foxx",Late Registration,76,2005-08-30,https://open.spotify.com/track/1PS1QMdUqOal0ai3Gt7sDQ,hip-hop
3aCPResPDNae3pXTocGpYe,LIL DEMON,Future,MIXTAPE PLUTO,73,2024-09-20,https://open.spotify.com/track/3aCPResPDNae3pXTocGpYe,hip-hop
5FkoSXiJPKTNyYgALRJFhD,ORANGE SODA,Baby Keem,DIE FOR MY BITCH,72,2019-07-19,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,hip-hop
5STdMlrBf6pqWiNE7WqxSi,Many Men (Wish Death),50 Cent,Get Rich Or Die Tryin',73,2003-02-06,https://open.spotify.com/track/5STdMlrBf6pqWiNE7WqxSi,hip-hop
7cLnbmx7ZUWAwyocrKz3wL,Let Go,Aaron May,CHASE,72,2019-02-28,https://open.spotify.com/track/7cLnbmx7ZUWAwyocrKz3wL,hip-hop
70FCugJxa7XW04Np6iYJdI,21 Questions,"50 Cent, Nate Dogg",Get Rich Or Die Tryin',72,2003-02-06,https://open.spotify.com/track/70FCugJxa7XW04Np6iYJdI,hip-hop
787rCZF9i4L1cXGMkdyIk4,LVL,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),76,2013,https://open.spotify.com/track/787rCZF9i4L1cXGMkdyIk4,hip-hop
7z3PblAN3dH1JMewiRydkZ,GIRLS,The Kid LAROI,GIRLS,66,2024-06-28,https://open.spotify.com/track/7z3PblAN3dH1JMewiRydkZ,hip-hop
4Y7XAxTANhu3lmnLAzhWJW,Fireball (feat. John Ryan),"Pitbull, John Ryan",Globalization,73,2014-11-24,https://open.spotify.com/track/4Y7XAxTANhu3lmnLAzhWJW,hip-hop
37Nqx7iavZpotJSDXZWbJ3,Girls Want Girls (with Lil Baby),"Drake, Lil Baby",Certified Lover Boy,71,2021-09-03,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3,hip-hop
56oGoEjA9eTZYgsttEFKY3,The Thrill,"Wiz Khalifa, Empire Of The Sun",The Thrill (feat. Empire of the Sun),74,2020-11-11,https://open.spotify.com/track/56oGoEjA9eTZYgsttEFKY3,hip-hop
6Ac8Byr6GByGr3wDH7JjYh,white tee,"Lil Peep, Lil Tracy",crybaby,72,2016-06-10,https://open.spotify.com/track/6Ac8Byr6GByGr3wDH7JjYh,hip-hop
6xRWoYwfwIKnT8bQGzKbxR,God Is,Kanye West,JESUS IS KING,73,2019-10-25,https://open.spotify.com/track/6xRWoYwfwIKnT8bQGzKbxR,hip-hop
1Rt5f1CktdvBOLX2RfBO6K,beamer boy,"Lil Peep, Nedarb",beamer boy,70,2016-01-21,https://open.spotify.com/track/1Rt5f1CktdvBOLX2RfBO6K,hip-hop
58k32my5lKofeZRtIvBDg9,HONEST,Baby Keem,DIE FOR MY BITCH,72,2019-07-19,https://open.spotify.com/track/58k32my5lKofeZRtIvBDg9,hip-hop
2uwnP6tZVVmTovzX5ELooy,Power Trip (feat. Miguel),"J. Cole, Miguel",Born Sinner (Deluxe Version),75,2013-06-18,https://open.spotify.com/track/2uwnP6tZVVmTovzX5ELooy,hip-hop
4iz9lGMjU1lXS51oPmUmTe,Homecoming,"Kanye West, Chris Martin",Graduation,77,2007-09-11,https://open.spotify.com/track/4iz9lGMjU1lXS51oPmUmTe,hip-hop
3QLjDkgLh9AOEHlhQtDuhs,Best I Ever Had,Drake,So Far Gone,72,2009,https://open.spotify.com/track/3QLjDkgLh9AOEHlhQtDuhs,hip-hop
4q6dqyGM25sKFU8nYAGRe4,Show Me (feat. Chris Brown),"Kid Ink, Chris Brown",My Own Lane (Expanded Edition),65,2014-01-06,https://open.spotify.com/track/4q6dqyGM25sKFU8nYAGRe4,hip-hop
2WP8G2pdddDmnh1xbfKBOI,Finesse,Drake,Scorpion,70,2018-06-29,https://open.spotify.com/track/2WP8G2pdddDmnh1xbfKBOI,hip-hop
76ZWOhRRQzmb4xMoZzTjJ9,Payal,"Yo Yo Honey Singh, Paradox",Glory,72,2024-08-26,https://open.spotify.com/track/76ZWOhRRQzmb4xMoZzTjJ9,hip-hop
5j0McHPthKpOXRr3fBq8M0,Love in This Club (feat. Young Jeezy),"USHER, Jeezy",Here I Stand,70,2008-05-27,https://open.spotify.com/track/5j0McHPthKpOXRr3fBq8M0,hip-hop
2KvHC9z14GSl4YpkNMX384,Do Not Disturb,Drake,More Life,71,2017-03-18,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384,hip-hop
7z3N2W7Xz1t2G2sAO8wFVH,Burn,USHER,Confessions (Expanded Edition),67,2004-03-23,https://open.spotify.com/track/7z3N2W7Xz1t2G2sAO8wFVH,hip-hop
3CA9pLiwRIGtUBiMjbZmRw,Nice For What,Drake,Scorpion,72,2018-06-29,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,hip-hop
78BWCd70D1X6LMkDZm1UoF,Millionaire,Yo Yo Honey Singh,Glory,75,2024-08-26,https://open.spotify.com/track/78BWCd70D1X6LMkDZm1UoF,hip-hop
3z4CGd63tpUn9a6oQSG0CI,Location (feat. Burna Boy),"Dave, Burna Boy",PSYCHODRAMA,71,2019-03-08,https://open.spotify.com/track/3z4CGd63tpUn9a6oQSG0CI,hip-hop
57L5EYzCfHS7Jd58rV33lW,HIGHJACK,"A$AP Rocky, Jessica Pratt",HIGHJACK,68,2024-08-02,https://open.spotify.com/track/57L5EYzCfHS7Jd58rV33lW,hip-hop
6ArK3RtQGmvDV63sUnPHRN,your favorite dress,"Lil Peep, Lil Tracy",CASTLES II,69,2017-02-07,https://open.spotify.com/track/6ArK3RtQGmvDV63sUnPHRN,hip-hop
2z9iuAxKv4TTeCrPAxxKg9,Love Lost,"Mac Miller, The Temper Trap","I Love Life, Thank You",73,2022-07-22,https://open.spotify.com/track/2z9iuAxKv4TTeCrPAxxKg9,hip-hop
5FG7Tl93LdH117jEKYl3Cm,Essence (feat. Tems),"Wizkid, Tems",Made In Lagos,67,2020-10-29,https://open.spotify.com/track/5FG7Tl93LdH117jEKYl3Cm,hip-hop
5UGAXwbA17bUC0K9uquGY2,Antarctica,$uicideboy$,Antarctica,72,2016-01-26,https://open.spotify.com/track/5UGAXwbA17bUC0K9uquGY2,hip-hop
3Rfre3qkrhwdZZ7dyznwbN,Lonely Road (with Jelly Roll),"mgk, Jelly Roll",Lonely Road (with Jelly Roll),72,2024-07-26,https://open.spotify.com/track/3Rfre3qkrhwdZZ7dyznwbN,hip-hop
2AHZICZHpwfW0jGQnNUUlW,Don't Worry (with Ray Dalton) - Radio Edit,"Madcon, Ray Dalton",W drodze na wakacje,52,2018-07-06,https://open.spotify.com/track/2AHZICZHpwfW0jGQnNUUlW,hip-hop
4VqEUmMjhbj6w7g5EVKILE,castles,"Lil Peep, Lil Tracy",castles,68,2016-07-04,https://open.spotify.com/track/4VqEUmMjhbj6w7g5EVKILE,hip-hop
57NsyEzmk0NT3NcOwuQT55,witchblades,"Lil Peep, Lil Tracy",CASTLES II,68,2017-02-07,https://open.spotify.com/track/57NsyEzmk0NT3NcOwuQT55,hip-hop
2e3Ea0o24lReQFR4FA7yXH,Love Yourz,J. Cole,2014 Forest Hills Drive,71,2014-12-09,https://open.spotify.com/track/2e3Ea0o24lReQFR4FA7yXH,hip-hop
31HzVBCXNRgBWlD5bZg94O,Kills,Chief Keef,Dedication,69,2017-12-01,https://open.spotify.com/track/31HzVBCXNRgBWlD5bZg94O,hip-hop
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",76,2022-07-06,https://open.spotify.com/track/2tTmW7RDtMQtBk7m2rYeSw,hip-hop
2hNf1rawV2XAZ6Jld2Fxwf,Always On Time,"Ja Rule, Ashanti",Pain Is Love,69,2001-10-02,https://open.spotify.com/track/2hNf1rawV2XAZ6Jld2Fxwf,hip-hop
6kx16R0LMAyoXDvGqddZFy,LoveHate Thing (feat. Sam Dew),"Wale, Sam Dew",The Gifted,75,2013-06-25,https://open.spotify.com/track/6kx16R0LMAyoXDvGqddZFy,hip-hop
4S7YHmlWwfwArgd8LfSPud,L$D,A$AP Rocky,AT.LONG.LAST.A$AP,68,2015-05-26,https://open.spotify.com/track/4S7YHmlWwfwArgd8LfSPud,hip-hop
0hy1SOTEn9ifXTzOwnCwEr,All Eyes on You (feat. Chris Brown & Nicki Minaj),"Meek Mill, Chris Brown, Nicki Minaj",Dreams Worth More Than Money,66,2015-06-29,https://open.spotify.com/track/0hy1SOTEn9ifXTzOwnCwEr,hip-hop
1ia019RqDK2o4QiANR1Dyn,Moment 4 Life,"Nicki Minaj, Drake",Pink Friday,66,2010-01-01,https://open.spotify.com/track/1ia019RqDK2o4QiANR1Dyn,hip-hop
09riz9pAPJyYYDVynE5xxY,1000 Blunts,$uicideboy$,"Sing Me a Lullaby, My Sweet Temptation",71,2022-07-29,https://open.spotify.com/track/09riz9pAPJyYYDVynE5xxY,hip-hop
0kEZlJh4mK1QRfb3CT5LPk,Kill Yourself (Part III),$uicideboy$,My Liver Will Handle What My Heart Can't,71,2015-09-21,https://open.spotify.com/track/0kEZlJh4mK1QRfb3CT5LPk,hip-hop
4BhGTc3Cgay2U1QcTS7vQe,Fire & Desire,Drake,Views,68,2016-05-06,https://open.spotify.com/track/4BhGTc3Cgay2U1QcTS7vQe,hip-hop
3BUWNzPWz2mDbptZmGEXpB,Let It All Work Out,Lil Wayne,Tha Carter V,71,2018-09-28,https://open.spotify.com/track/3BUWNzPWz2mDbptZmGEXpB,hip-hop
4Ilen0VxPEsVRLpnePji8P,"Slow Down - 12"" Version",Bobby V.,Disturbing Tha Peace Presents Bobby Valentino,67,2005-01-01,https://open.spotify.com/track/4Ilen0VxPEsVRLpnePji8P,hip-hop
0SLzsfxED15vyUccX4bCqo,HOP ON DA SHOW,"tlinh, Low G",HOP ON DA SHOW,56,2024-09-18,https://open.spotify.com/track/0SLzsfxED15vyUccX4bCqo,hip-hop
7vKXc90NT5WBm3UTT4iTVG,KANTE (feat. Fave),"Davido, FAVE",Timeless,65,2023-03-30,https://open.spotify.com/track/7vKXc90NT5WBm3UTT4iTVG,hip-hop
4at3d5QWnlibMVN75ECDrp,Pretty Little Fears (feat. J. Cole),"6LACK, J. Cole",East Atlanta Love Letter,66,2018-09-14,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp,hip-hop
3tTpvK7QgjjQCKGnHt5xn3,Peso,A$AP Rocky,LIVE.LOVE.A$AP,65,2011-10-31,https://open.spotify.com/track/3tTpvK7QgjjQCKGnHt5xn3,hip-hop
1tm7c4V0kqLiN0XPVnoUcT,Runnin' Thru the 7th with My Woadies,"$uicideboy$, Pouya",$outh $ide $uicide,69,2015-09-15,https://open.spotify.com/track/1tm7c4V0kqLiN0XPVnoUcT,hip-hop
5NWpquAje6NyvxD57oXNu6,SPIDER,"GIMS, DYSTINCT",LE NORD SE SOUVIENT,71,2024-09-13,https://open.spotify.com/track/5NWpquAje6NyvxD57oXNu6,hip-hop
240audWazVjwvwh7XwfSZE,For the Last Time,$uicideboy$,For the Last Time,71,2017-09-05,https://open.spotify.com/track/240audWazVjwvwh7XwfSZE,hip-hop
4CeBKWWLXMrQMFsP0Q0K3V,Kosandra,Miyagi & Andy Panda,Kosandra,65,2020-02-14,https://open.spotify.com/track/4CeBKWWLXMrQMFsP0Q0K3V,hip-hop
4kTLpAbhuEGHAAdDjOIWaa,Pursuit Of Happiness (Nightmare),"Kid Cudi, MGMT, Ratatat",Man On The Moon: The End Of Day (Int'l Version),66,2009-01-01,https://open.spotify.com/track/4kTLpAbhuEGHAAdDjOIWaa,hip-hop
3O8NlPh2LByMU9lSRSHedm,Controlla,Drake,Views,68,2016-05-06,https://open.spotify.com/track/3O8NlPh2LByMU9lSRSHedm,hip-hop
1lAUOryDWVSCKSUdB3yvpM,Diamonds,Chris Travis,Side Effects EP,66,2014-04-23,https://open.spotify.com/track/1lAUOryDWVSCKSUdB3yvpM,hip-hop
4Kz4RdRCceaA9VgTqBhBfa,The Motto,"Drake, Lil Wayne",Take Care (Deluxe),70,2011-11-15,https://open.spotify.com/track/4Kz4RdRCceaA9VgTqBhBfa,hip-hop
4bDPr2VAjcfgUDmN9dGOC3,Why I Love You,"JAY-Z, Kanye West, Mr Hudson",Watch The Throne,66,2011-08-08,https://open.spotify.com/track/4bDPr2VAjcfgUDmN9dGOC3,hip-hop
4XTgFBxBHN6var1BzAgE1m,Jhol,"Maanu, Annural Khalid",Jhol,75,2024-06-14,https://open.spotify.com/track/4XTgFBxBHN6var1BzAgE1m,hip-hop
1WaqQIJ0iENGWZ1QmYvYNK,"Tauba Tauba (From ""Bad Newz"")",Karan Aujla,"Tauba Tauba (From ""Bad Newz"")",59,2024-07-02,https://open.spotify.com/track/1WaqQIJ0iENGWZ1QmYvYNK,hip-hop
4vpx4cL7IRedZul0j0bL2c,let it breathe (feat. Roddy Ricch),"Gunna, Roddy Ricch",One of Wun,65,2024-05-10,https://open.spotify.com/track/4vpx4cL7IRedZul0j0bL2c,hip-hop
6QFQqqYye5lAcnhCALvxKJ,My Flaws Burn Through My Skin Like Demonic Flames from Hell,$uicideboy$,I No Longer Fear the Razor Guarding My Heel,70,2015-08-01,https://open.spotify.com/track/6QFQqqYye5lAcnhCALvxKJ,hip-hop
6Z01gUquJsjJC67uNWm6P0,Shot For Me,Drake,Take Care (Deluxe),67,2011-11-15,https://open.spotify.com/track/6Z01gUquJsjJC67uNWm6P0,hip-hop
6UTXf9k0H3JDus2ZZDwGpC,Favourite Girl,"Darkoo, Dess Dior",Favourite Girl,62,2024-05-02,https://open.spotify.com/track/6UTXf9k0H3JDus2ZZDwGpC,hip-hop
6cChz3Pak7UtjuVJJRZmCm,Sialan,"Adrian Khalif, Juicy Luicy",HARAP-HARAP EMAS,71,2024-09-27,https://open.spotify.com/track/6cChz3Pak7UtjuVJJRZmCm,hip-hop
3COYA2vgfcUhDyRlVpZy5p,PHÓNG ZÌN ZÌN,"tlinh, Low G",FLVR,64,2024-09-18,https://open.spotify.com/track/3COYA2vgfcUhDyRlVpZy5p,hip-hop
1pymWRCuZfCd0zdiBJo0Hj,REAL GANGSTA LOVE,Trueno,EL ÚLTIMO BAILE,75,2024-05-23,https://open.spotify.com/track/1pymWRCuZfCd0zdiBJo0Hj,hip-hop
43wgyQXc2M9KmTDUqVzugM,I Got Love,"MiyaGi & Endspiel, Rem Digga",I Got Love,64,2016-09-09,https://open.spotify.com/track/43wgyQXc2M9KmTDUqVzugM,hip-hop
5F9ecUyErlNAPgDRAQqo5v,Буйно голова,Gio Pika,Сборник север 3,66,2016-01-01,https://open.spotify.com/track/5F9ecUyErlNAPgDRAQqo5v,hip-hop
1tf2iody5iRLYYPDSBpzRc,Soulmate,"Badshah, Arijit Singh",Ek Tha Raja,70,2024-03-18,https://open.spotify.com/track/1tf2iody5iRLYYPDSBpzRc,hip-hop
1CxtymiucDK0AB9vgGZ6q2,J’comprends pas,PNL,Que la famille,67,2015-03-02,https://open.spotify.com/track/1CxtymiucDK0AB9vgGZ6q2,hip-hop
0xIuPDzJSnJywALez8dwKR,With You,AP Dhillon,With You,67,2023-08-11,https://open.spotify.com/track/0xIuPDzJSnJywALez8dwKR,hip-hop
7AsG1F1eMWd17RYan8M3Wm,Dil Nu,"AP Dhillon, Shinda Kahlon",Two Hearts Never Break The Same,68,2022-10-07,https://open.spotify.com/track/7AsG1F1eMWd17RYan8M3Wm,hip-hop
0yyFAbTlOk7DFhh6RSug9S,SOIS PAS TIMIDE,GIMS,LE NORD SE SOUVIENT,72,2024-09-13,https://open.spotify.com/track/0yyFAbTlOk7DFhh6RSug9S,hip-hop
0qkA0NU7cDKWkFXNGRcNaB,Sandman,A$AP Rocky,LIVE.LOVE.A$AP,64,2011-10-31,https://open.spotify.com/track/0qkA0NU7cDKWkFXNGRcNaB,hip-hop
34ob61cxp34Sf7KHK6RnSU,Sa Susunod Na Lang,"PDL, Skusta Clee, Yuridope",Sa Susunod Na Lang,66,2018-09-26,https://open.spotify.com/track/34ob61cxp34Sf7KHK6RnSU,hip-hop
79zvVrn65ksbiGQxrtV4I5,Guaya Guaya,Don Omar,The Last Don II,73,2015-06-16,https://open.spotify.com/track/79zvVrn65ksbiGQxrtV4I5,hip-hop
0YQJoDL6f46J0n1rOVkpxJ,Softly,"Karan Aujla, Ikky",Making Memories,73,2023-08-18,https://open.spotify.com/track/0YQJoDL6f46J0n1rOVkpxJ,hip-hop
4OkiWfrZKmmVoILXk8JEtl,In The Morning,"J. Cole, Drake",Cole World: The Sideline Story,65,2011-09-27,https://open.spotify.com/track/4OkiWfrZKmmVoILXk8JEtl,hip-hop
2ML7vSeIZEmOCOiLUmz7Sv,Throw Away,Future,Monster,68,2014-10-28,https://open.spotify.com/track/2ML7vSeIZEmOCOiLUmz7Sv,hip-hop
1418IuVKQPTYqt7QNJ9RXN,Maan Meri Jaan,King,Champagne Talk,69,2022-09-13,https://open.spotify.com/track/1418IuVKQPTYqt7QNJ9RXN,hip-hop
65H6t1WQBim6q93yM8fEwn,Obsesion,"Aventura, Judy Santos",We Broke The Rules,74,2002-06-01,https://open.spotify.com/track/65H6t1WQBim6q93yM8fEwn,hip-hop
1bjTEsJdDdbuA5JsdRRxhP,Wassup,A$AP Rocky,LIVE.LOVE.A$AP,63,2011-10-31,https://open.spotify.com/track/1bjTEsJdDdbuA5JsdRRxhP,hip-hop
29m79w9xPMH4YCD6r8JSmV,Excuses,"AP Dhillon, Gurinder Gill, Intense",Excuses,70,2020-07-24,https://open.spotify.com/track/29m79w9xPMH4YCD6r8JSmV,hip-hop
4nc6XiUze2Yh7wFueGOPv7,"Chaleya (From ""Jawan"")","Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar","Chaleya (From ""Jawan"")",66,2023-08-14,https://open.spotify.com/track/4nc6XiUze2Yh7wFueGOPv7,hip-hop
